speech,emotion
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_pool_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_puff_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_rag_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_raid_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_rain_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_raise_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_rat_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_reach_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_read_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_red_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_ring_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_ripe_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_road_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_room_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_rose_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_rot_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_rough_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_rush_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_said_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_sail_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_search_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_seize_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_sell_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_shack_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_shall_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_shawl_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_sheep_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_shirt_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_should_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_shout_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_size_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_soap_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_soup_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_sour_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_south_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_sub_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_such_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_sure_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_take_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_talk_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_tape_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_team_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_tell_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_thin_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_third_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_thought_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_thumb_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_time_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_tip_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_tire_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_ton_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_tool_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_tough_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_turn_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_vine_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_voice_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_void_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_vote_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_wag_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_walk_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_wash_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_week_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_wheat_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_when_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_which_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_whip_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_white_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_wife_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_wire_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_witch_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_yearn_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_yes_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_young_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_angry/OAF_youth_angry.wav,angry
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_back_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_bar_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_base_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_bath_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_bean_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_beg_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_bite_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_boat_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_bone_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_book_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_bought_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_burn_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_cab_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_calm_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_came_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_cause_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_chain_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_chair_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_chalk_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_chat_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_check_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_cheek_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_chief_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_choice_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_cool_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_dab_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_date_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_dead_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_death_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_deep_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_dime_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_dip_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_ditch_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_dodge_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_dog_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_doll_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_door_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_fail_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_fall_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_far_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_fat_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_fit_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_five_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_food_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_gap_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_gas_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_gaze_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_germ_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_get_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_gin_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_goal_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_good_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_goose_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_gun_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_half_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_hall_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_hash_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_hate_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_have_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_haze_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_hire_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_hit_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_hole_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_home_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_hurl_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_hush_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_jail_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_jar_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_join_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_judge_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_jug_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_juice_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_keen_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_keep_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_keg_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_kick_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_kill_disgust.wav,disgusted
d:/GR1_github/audio_emotion_regconize/dataTrain/OAF_disgusted/OAF_king_disgust.wav,disgusted
